Period,ISIN,Weights,Start Date,End Date,Country
2,PHY9297P1004,0.88551151%,4/29/2016,4/28/2017,Philippines
2,US9668371068,1.92953334%,4/29/2016,4/28/2017,United States
2,BMG2624N1535,0.42827866%,4/29/2016,4/28/2017,Bermuda
2,JP3931600005,1.09349854%,4/29/2016,4/28/2017,Japan
2,KYG2743Y1061,0.26316072%,4/29/2016,4/28/2017,Cayman Islands
2,JP3982100004,0.98870961%,4/29/2016,4/28/2017,Japan
2,BRJBSSACNOR8,0.51087301%,4/29/2016,4/28/2017,Brazil
2,HK0000083920,0.32007880%,4/29/2016,4/28/2017,Hong Kong
2,US9662441057,1.43800793%,4/29/2016,4/28/2017,United States
2,JP3240400006,1.01637886%,4/29/2016,4/28/2017,Japan
3,US5007541064,26.90312447%,4/28/2017,4/30/2018,United States
3,JP3422950000,6.89540613%,4/28/2017,4/30/2018,Japan
3,US8718291078,6.97417115%,4/28/2017,4/30/2018,United States
3,US5010441013,6.58719990%,4/28/2017,4/30/2018,United States
3,NL0011794037,5.63974875%,4/28/2017,4/30/2018,Netherlands
3,US61174X1090,4.31186037%,4/28/2017,4/30/2018,United States
3,US4278661081,2.87555427%,4/28/2017,4/30/2018,United States
3,GB00BDCPN049,1.60238535%,4/28/2017,4/30/2018,United Kingdom
3,US4404521001,2.30969184%,4/28/2017,4/30/2018,United States
3,US49271V1008,4.11025121%,4/28/2017,4/30/2018,United States
3,TH0737010Y08,2.26199243%,4/28/2017,4/30/2018,Thailand
3,US8326964058,3.45600386%,4/28/2017,4/30/2018,United States
3,JP3336560002,1.35294124%,4/28/2017,4/30/2018,Japan
3,MX01AC100006,1.68817126%,4/28/2017,4/30/2018,Mexico
3,JP3918000005,2.31436502%,4/28/2017,4/30/2018,Japan
3,JP3388200002,2.46988249%,4/28/2017,4/30/2018,Japan
3,US5797802064,2.76035902%,4/28/2017,4/30/2018,United States
3,BMG2624N1535,0.65306553%,4/28/2017,4/30/2018,Bermuda
3,US9668371068,2.79476399%,4/28/2017,4/30/2018,United States
3,PTJMT0AE0001,1.09603787%,4/28/2017,4/30/2018,Portugal
3,JP3119600009,1.77884663%,4/28/2017,4/30/2018,Japan
3,JP3931600005,1.43283322%,4/28/2017,4/30/2018,Japan
3,HK0000083920,0.52223933%,4/28/2017,4/30/2018,Hong Kong
3,NO0003733800,1.72428598%,4/28/2017,4/30/2018,Norway
3,TW0002912003,1.13839261%,4/28/2017,4/30/2018,Taiwan
3,US4571871023,2.14938139%,4/28/2017,4/30/2018,United States
3,BRJBSSACNOR8,0.63093866%,4/28/2017,4/30/2018,Brazil
3,KYG2743Y1061,0.29672080%,4/28/2017,4/30/2018,Cayman Islands
3,BE0974256852,0.90356053%,4/28/2017,4/30/2018,Belgium
3,ID1000116700,0.36582467%,4/28/2017,4/30/2018,Indonesia
4,US9311421039,12.63160567%,4/30/2018,4/30/2019,United States
4,CH0038863350,24.27198047%,4/30/2018,4/30/2019,Switzerland
4,US7134481081,14.31870864%,4/30/2018,4/30/2019,United States
4,US5007541064,3.39928103%,4/30/2018,4/30/2019,United States
4,FR0000120644,5.37552082%,4/30/2018,4/30/2019,France
4,JP3422950000,2.93411569%,4/30/2018,4/30/2019,Japan
4,AU000000WES1,3.70234695%,4/30/2018,4/30/2019,Australia
4,US8718291078,3.26436277%,4/30/2018,4/30/2019,United States
4,GB0008847096,3.05159761%,4/30/2018,4/30/2019,United Kingdom
4,US61174X1090,2.50982835%,4/30/2018,4/30/2019,United States
4,NL0011794037,2.92404745%,4/30/2018,4/30/2019,Netherlands
4,GB0006731235,1.29477960%,4/30/2018,4/30/2019,United Kingdom
4,TH0737010Y08,1.50050729%,4/30/2018,4/30/2019,Thailand
4,US49271V1008,2.16014899%,4/30/2018,4/30/2019,United States
4,US5010441013,2.01678470%,4/30/2018,4/30/2019,United States
4,CA5394811015,0.94887894%,4/30/2018,4/30/2019,Canada
4,US4278661081,0.96953878%,4/30/2018,4/30/2019,United States
4,GB00BDCPN049,0.84983716%,4/30/2018,4/30/2019,United Kingdom
4,IE0004906560,1.55483842%,4/30/2018,4/30/2019,Ireland
4,JP3388200002,1.27082225%,4/30/2018,4/30/2019,Japan
4,FR0000120172,1.20502328%,4/30/2018,4/30/2019,France
4,SG1T56930848,0.42555350%,4/30/2018,4/30/2019,Singapore
4,KYG960071028,0.93387885%,4/30/2018,4/30/2019,Cayman Islands
4,US5797802064,1.28101350%,4/30/2018,4/30/2019,United States
4,TW0001216000,1.20850175%,4/30/2018,4/30/2019,Taiwan
4,US8326964058,1.24524295%,4/30/2018,4/30/2019,United States
4,KYG210961051,0.87689563%,4/30/2018,4/30/2019,Cayman Islands
4,CA8029121057,0.71675285%,4/30/2018,4/30/2019,Canada
4,CH0198251305,0.66311086%,4/30/2018,4/30/2019,Switzerland
4,JP3802600001,0.49449523%,4/30/2018,4/30/2019,Japan
5,US9311421039,12.12492211%,4/30/2019,3/20/2020,United States
5,CH0038863350,25.27808577%,4/30/2019,3/20/2020,Switzerland
5,US7134481081,15.36615696%,4/30/2019,3/20/2020,United States
5,US6092071058,6.28486811%,4/30/2019,3/20/2020,United States
5,FR0000120644,4.68924343%,4/30/2019,3/20/2020,France
5,US49271V1008,0.50722250%,4/30/2019,3/20/2020,United States
5,US8718291078,3.09299515%,4/30/2019,3/20/2020,United States
5,US61174X1090,2.00079943%,4/30/2019,3/20/2020,United States
5,GB0008847096,2.62966805%,4/30/2019,3/20/2020,United Kingdom
5,JP3422950000,1.98027180%,4/30/2019,3/20/2020,Japan
5,AU000000WES1,2.43328955%,4/30/2019,3/20/2020,Australia
5,NL0011794037,1.94778974%,4/30/2019,3/20/2020,Netherlands
5,US9024941034,1.49639343%,4/30/2019,3/20/2020,United States
5,GB0006731235,0.98640880%,4/30/2019,3/20/2020,United Kingdom
5,US4278661081,1.12327199%,4/30/2019,3/20/2020,United States
5,GB00BDCPN049,1.00940662%,4/30/2019,3/20/2020,United Kingdom
5,US0394831020,2.13540403%,4/30/2019,3/20/2020,United States
5,TH0737010Y08,1.13489024%,4/30/2019,3/20/2020,Thailand
5,US4404521001,0.95059380%,4/30/2019,3/20/2020,United States
5,US4878361082,1.74899168%,4/30/2019,3/20/2020,United States
5,US5010441013,1.75273248%,4/30/2019,3/20/2020,United States
5,US5797802064,1.61312587%,4/30/2019,3/20/2020,United States
5,IE0004906560,1.45868385%,4/30/2019,3/20/2020,Ireland
5,CA1380351009,0.88693994%,4/30/2019,3/20/2020,Canada
5,KYG960071028,0.95747385%,4/30/2019,3/20/2020,Cayman Islands
5,SG1T56930848,0.41289277%,4/30/2019,3/20/2020,Singapore
5,JP3388200002,1.00051998%,4/30/2019,3/20/2020,Japan
5,FR0000120172,0.99991039%,4/30/2019,3/20/2020,France
5,KYG210961051,0.85469528%,4/30/2019,3/20/2020,Cayman Islands
5,US8326964058,1.14235243%,4/30/2019,3/20/2020,United States
