Period,ISIN,Weights,Start Date,End Date,Country
3,US7565771026,1.61675657068013%,12/29/2017,12/31/2018,United States
3,KR7034730002,0.80265790125476%,12/29/2017,12/31/2018,South Korea
3,IL0010824113,1.00872080868745%,12/29/2017,12/31/2018,Israel
3,US02156K1034,0.36372112028932%,12/29/2017,12/31/2018,United States
3,GB00BJ1F4N75,1.11696812613374%,12/29/2017,12/31/2018,United Kingdom
3,CA21037X1006,0.94416448847838%,12/29/2017,12/31/2018,Canada
3,NL0011333752,0.81969907287327%,12/29/2017,12/31/2018,Netherlands
3,US03662Q1058,0.94999998741250%,12/29/2017,12/31/2018,United States
3,US8740541094,0.94447486173440%,12/29/2017,12/31/2018,United States
3,GB00B8C3BL03,0.88935108014452%,12/29/2017,12/31/2018,United Kingdom
3,US22160N1090,0.80494885687873%,12/29/2017,12/31/2018,United States
3,GB00BZ09BD16,0.30000000000000%,12/29/2017,12/31/2018,United Kingdom
3,CA82509L1076,0.55095831281632%,12/29/2017,12/31/2018,Canada
3,CA6837151068,0.70879313335586%,12/29/2017,12/31/2018,Canada
3,US57665R1068,0.30000000000000%,12/29/2017,12/31/2018,United States
3,US3802371076,0.38014942979132%,12/29/2017,12/31/2018,United States
3,BE0003826436,0.30000000000000%,12/29/2017,12/31/2018,Belgium
3,US9022521051,0.47194892325104%,12/29/2017,12/31/2018,United States
3,US90385D1072,0.47542805331514%,12/29/2017,12/31/2018,United States
4,US5949181045,4.90000000000000%,12/31/2018,12/31/2019,United States
4,US00206R1023,4.90000000000000%,12/31/2018,12/31/2019,United States
4,US20030N1019,4.90000000000000%,12/31/2018,12/31/2019,United States
4,DE0007164600,4.90000000000000%,12/31/2018,12/31/2019,Germany
4,US64110L1061,4.90000000000000%,12/31/2018,12/31/2019,United States
4,US00724F1012,4.90000000000000%,12/31/2018,12/31/2019,United States
4,US79466L3024,4.90000000000000%,12/31/2018,12/31/2019,United States
4,DE0005557508,4.90000000000000%,12/31/2018,12/31/2019,Germany
4,JP3735400008,4.12891909302061%,12/31/2018,12/31/2019,Japan
4,US16119P1084,4.37124021046552%,12/31/2018,12/31/2019,United States
4,JP3435000009,4.90000000000000%,12/31/2018,12/31/2019,Japan
4,CNE1000002V2,0.30000000000000%,12/31/2018,12/31/2019,China
4,AEE000401019,1.48742667598573%,12/31/2018,12/31/2019,United Arab Emirates
4,CA05534B7604,3.27880455026839%,12/31/2018,12/31/2019,Canada
4,US00507V1098,3.24895228281695%,12/31/2018,12/31/2019,United States
4,SG1T75931496,3.07801332871687%,12/31/2018,12/31/2019,Singapore
4,US98138H1014,1.53181051132951%,12/31/2018,12/31/2019,United States
4,US81762P1021,2.92060218500924%,12/31/2018,12/31/2019,United States
4,US7565771026,2.85662158480467%,12/31/2018,12/31/2019,United States
4,GB0030913577,2.36063276369584%,12/31/2018,12/31/2019,United Kingdom
4,ID1000129000,1.09745946694321%,12/31/2018,12/31/2019,Indonesia
4,CH0008742519,1.11978352546030%,12/31/2018,12/31/2019,Switzerland
4,US7043261079,1.92976377296694%,12/31/2018,12/31/2019,United States
4,US8522341036,1.18883281020536%,12/31/2018,12/31/2019,United States
4,GB00BZ09BD16,0.40228320972192%,12/31/2018,12/31/2019,United Kingdom
4,LU1778762911,1.09519588308640%,12/31/2018,12/31/2019,Luxembourg
4,CA87971M1032,1.83262385218299%,12/31/2018,12/31/2019,Canada
4,NL0000395903,1.49832307790126%,12/31/2018,12/31/2019,Netherlands
4,KR7034730002,0.85912423606981%,12/31/2018,12/31/2019,South Korea
4,IL0010824113,1.16087652983803%,12/31/2018,12/31/2019,Israel
4,CA82509L1076,1.08174205174955%,12/31/2018,12/31/2019,Canada
4,CA21037X1006,1.20123560009955%,12/31/2018,12/31/2019,Canada
4,US9224751084,0.88258079646878%,12/31/2018,12/31/2019,United States
4,US22160N1090,1.11729377569019%,12/31/2018,12/31/2019,United States
4,US6687711084,1.10538251100823%,12/31/2018,12/31/2019,United States
4,US03662Q1058,1.09282394268344%,12/31/2018,12/31/2019,United States
4,US57665R1068,0.30000000000000%,12/31/2018,12/31/2019,United States
4,US02156K1034,0.33905252464799%,12/31/2018,12/31/2019,United States
4,US3802371076,0.93424840245258%,12/31/2018,12/31/2019,United States
4,MYL6012OO008,0.30000000000000%,12/31/2018,12/31/2019,Malaysia
4,GB00BMJ6DW54,0.92884768963064%,12/31/2018,12/31/2019,United Kingdom
4,CA6837151068,0.79124197039535%,12/31/2018,12/31/2019,Canada
4,GB00B8C3BL03,0.76646802860247%,12/31/2018,12/31/2019,United Kingdom
4,US26210C1045,0.30000000000000%,12/31/2018,12/31/2019,United States
4,US90385D1072,0.68370174441772%,12/31/2018,12/31/2019,United States
4,US9022521051,0.65558874929872%,12/31/2018,12/31/2019,United States
4,US6792951054,0.50837253364896%,12/31/2018,12/31/2019,United States
4,US8792732096,0.30000000000000%,12/31/2018,12/31/2019,Argentina
4,US98936J1016,0.56413012871626%,12/31/2018,12/31/2019,United States
4,BE0003826436,0.30000000000000%,12/31/2018,12/31/2019,Belgium
5,US5949181045,4.90000000000000%,12/31/2019,03/11/2020,United States
5,US02079K3059,4.90000000000000%,12/31/2019,03/11/2020,United States
5,US00206R1023,4.90000000000000%,12/31/2019,03/11/2020,United States
5,US92343V1044,4.90000000000000%,12/31/2019,03/11/2020,United States
5,US20030N1019,4.90000000000000%,12/31/2019,03/11/2020,United States
5,US17275R1023,4.90000000000000%,12/31/2019,03/11/2020,United States
5,US68389X1054,4.90000000000000%,12/31/2019,03/11/2020,United States
5,DE0007164600,4.90000000000000%,12/31/2019,03/11/2020,Germany
5,US00724F1012,4.90000000000000%,12/31/2019,03/11/2020,United States
5,US79466L3024,4.90000000000000%,12/31/2019,03/11/2020,United States
5,US64110L1061,4.90000000000000%,12/31/2019,03/11/2020,United States
5,US16119P1084,3.27431588318097%,12/31/2019,03/11/2020,United States
5,JP3735400008,2.66867418395976%,12/31/2019,03/11/2020,Japan
5,JP3435000009,3.71382275272702%,12/31/2019,03/11/2020,Japan
5,DE0005557508,2.35101435971454%,12/31/2019,03/11/2020,Germany
5,US4612021034,2.93282433007185%,12/31/2019,03/11/2020,United States
5,US9285634021,0.52210161655901%,12/31/2019,03/11/2020,United States
5,US81762P1021,2.35071052044339%,12/31/2019,03/11/2020,United States
5,CA82509L1076,1.84681996450888%,12/31/2019,03/11/2020,Canada
5,US0567521085,1.54716835645577%,12/31/2019,03/11/2020,Cayman Islands
5,FR0000130650,0.96643908018539%,12/31/2019,03/11/2020,France
5,CA05534B7604,1.86852852714951%,12/31/2019,03/11/2020,Canada
5,SG1T75931496,0.73302371472905%,12/31/2019,03/11/2020,Singapore
5,US0527691069,1.78605796208300%,12/31/2019,03/11/2020,United States
5,US98138H1014,1.21193964085780%,12/31/2019,03/11/2020,United States
5,ES0109067019,1.54100796667287%,12/31/2019,03/11/2020,Spain
5,CNE1000002V2,0.30000000000000%,12/31/2019,03/11/2020,China
5,US2855121099,1.37560964652997%,12/31/2019,03/11/2020,United States
5,US7043261079,1.21245637248594%,12/31/2019,03/11/2020,United States
5,GB00BZ09BD16,0.65177570602113%,12/31/2019,03/11/2020,United Kingdom
5,HK0000049939,0.30000000000000%,12/31/2019,03/11/2020,Hong Kong
5,ID1000129000,0.60528269485240%,12/31/2019,03/11/2020,Indonesia
5,LU1778762911,0.80439212859084%,12/31/2019,03/11/2020,Luxembourg
5,CH0008742519,0.59981562147898%,12/31/2019,03/11/2020,Switzerland
5,US8522341036,0.94136673757166%,12/31/2019,03/11/2020,United States
5,GB0030913577,0.97154247696141%,12/31/2019,03/11/2020,United Kingdom
5,CA87971M1032,1.04377719541755%,12/31/2019,03/11/2020,Canada
5,US57665R1068,0.30000000000000%,12/31/2019,03/11/2020,United States
5,US03662Q1058,0.97562264938576%,12/31/2019,03/11/2020,United States
5,US22160N1090,0.96055124671639%,12/31/2019,03/11/2020,United States
5,US9224751084,0.82299444358297%,12/31/2019,03/11/2020,United States
5,CA21037X1006,0.85383040704228%,12/31/2019,03/11/2020,Canada
5,NL0000395903,0.86581005784389%,12/31/2019,03/11/2020,Netherlands
5,US88034P1093,0.30000000000000%,12/31/2019,03/11/2020,Cayman Islands
5,US98980L1017,0.31063265210271%,12/31/2019,03/11/2020,United States
5,US02156K1034,0.41495006101044%,12/31/2019,03/11/2020,United States
5,US77543R1023,0.54473835202740%,12/31/2019,03/11/2020,United States
5,IL0010824113,0.57241468082888%,12/31/2019,03/11/2020,Israel
5,KR7034730002,0.35656362340299%,12/31/2019,03/11/2020,South Korea
5,US6687711084,0.70142438684758%,12/31/2019,03/11/2020,United States
