SPYG US EQUITY,US78464A4094,2011-03-18,DVD_CASH,0.205823,USD,2011-03-22,2011-03-30,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2010-12-17,DVD_CASH,0.118869,USD,2010-12-21,2010-12-30,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2010-06-18,DVD_CASH,0.093016,USD,2010-06-22,2010-06-30,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2010-03-19,DVD_CASH,0.092329,USD,2010-03-23,2010-03-31,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2009-12-18,DVD_CASH,0.118249,USD,2009-12-22,2009-12-31,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2009-09-18,DVD_CASH,0.096369,USD,2009-09-22,2009-09-30,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2009-06-19,DVD_CASH,0.104106,USD,2009-06-23,2009-07-01,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2009-03-20,DVD_CASH,0.12446925,USD,2009-03-24,2009-04-01,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2008-12-19,DVD_CASH,0.157544,USD,2008-12-23,2009-01-02,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2008-09-19,DVD_CASH,0.1116254,USD,2008-09-23,2008-10-01,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2008-06-20,DVD_CASH,0.112628,USD,2008-06-24,2008-07-02,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2008-03-20,DVD_CASH,0.108927,USD,2008-03-25,2008-04-02,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2007-12-21,DVD_CASH,0.124016,USD,2007-12-26,2008-01-04,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2007-09-21,DVD_CASH,0.11568603,USD,2007-09-25,2007-10-03,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2007-06-15,DVD_CASH,0.13837414,USD,2007-06-19,2007-06-27,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2007-03-16,DVD_CASH,0.10533977,USD,2007-03-20,2007-03-28,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2006-12-15,DVD_CASH,0.14172901,USD,2006-12-19,2006-12-28,EDI,1000,Quarterly
SPYG US EQUITY,US78464A4094,2006-09-15,DVD_CASH,0.086408,USD,2006-09-19,2006-09-27,EDI,1000,Quarterly
