ISIN,MCAP,SMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,weight,cap
HK0017000149,,,,,,,,,,,,,,,,0
KR7016360000,,,,,,,,,,,,,,,,0
KYG7800X1079,,,,,,,,,,,,,,,,0
BMG8063F1068,,,,,,,,,,,,,,,,0
SG1J26887955,,,,,,,,,,,,,,,,0
HK0083000502,,,,,,,,,,,,,,,,0
HK0880043028,,,,,,,,,,,,,,,,0
SG1S83002349,,,,,,,,,,,,,,,,0
KYG981491007,,,,,,,,,,,,,,,,0
TW0002885001,,,,,,,,,,,,,,,,0
KR7090431008,,,,,,,,,,,,,,,,0
KR7090430000,,,,,,,,,,,,,,,,0
KR7002790004,,,,,,,,,,,,,,,,0
INE021A01026,,,,,,,,,,,,,,,,0
INE296A01024,,,,,,,,,,,,,,,,0
HK2388011192,,,,,,,,,,,,,,,,0
INE016A01026,,,,,,,,,,,,,,,,0
TW0001326007,,,,,,,,,,,,,,,,0
TW0001301000,,,,,,,,,,,,,,,,0
INE102D01028,,,,,,,,,,,,,,,,0
BMG423131256,,,,,,,,,,,,,,,,0
KR7086790003,,,,,,,,,,,,,,,,0
KR7009240003,,,,,,,,,,,,,,,,0
KYG4402L1510,,,,,,,,,,,,,,,,0
INE030A01027,,,,,,,,,,,,,,,,0
TW0002880002,,,,,,,,,,,,,,,,0
KR7105560007,,,,,,,,,,,,,,,,0
KR7002380004,,,,,,,,,,,,,,,,0
KR7011780004,,,,,,,,,,,,,,,,0
KR7051900009,,,,,,,,,,,,,,,,0
KR7051901007,,,,,,,,,,,,,,,,0
KR7011170008,,,,,,,,,,,,,,,,0
INE196A01026,,,,,,,,,,,,,,,,0
TW0001303006,,,,,,,,,,,,,,,,0
TW0008464009,,,,,,,,,,,,,,,,0
KR7010060002,,,,,,,,,,,,,,,,0
MYL5183OO008,,,,,,,,,,,,,,,,0
MYL1295OO004,,,,,,,,,,,,,,,,0
KR7029780004,,,,,,,,,,,,,,,,0
TW0002887007,,,,,,,,,,,,,,,,0
HK0669013440,,,,,,,,,,,,,,,,0
SG1M31001969,,,,,,,,,,,,,,,,0
INE012A01025,,,,,,,,,,,,,,,,0
INE742F01042,,,,,,,,,,,,,,,,0
INE079A01024,,,,,,,,,,,,,,,,0
CNE1000001W2,,,,,,,,,,,,,,,,0
TW0001102002,,,,,,,,,,,,,,,,0
CNE100000221,,,,,,,,,,,,,,,,0
INE465A01025,,,,,,,,,,,,,,,,0
INE121J01017,,,,,,,,,,,,,,,,0
INE323A01026,,,,,,,,,,,,,,,,0
TW0002882008,,,,,,,,,,,,,,,,0
TW0002105004,,,,,,,,,,,,,,,,0
CNE1000002F5,,,,,,,,,,,,,,,,0
HK0257001336,,,,,,,,,,,,,,,,0
TW0002823002,,,,,,,,,,,,,,,,0
CNE1000002L3,,,,,,,,,,,,,,,,0
HK0144000764,,,,,,,,,,,,,,,,0
CNE1000002N9,,,,,,,,,,,,,,,,0
CNE100000981,,,,,,,,,,,,,,,,0
CNE1000007Z2,,,,,,,,,,,,,,,,0
KYG216771363,,,,,,,,,,,,,,,,0
KR7088350004,,,,,,,,,,,,,,,,0
KR7012330007,,,,,,,,,,,,,,,,0
KR7011210002,,,,,,,,,,,,,,,,0
CNE1000003J5,,,,,,,,,,,,,,,,0
KR7009540006,,,,,,,,,,,,,,,,0
MYL3794OO004,,,,,,,,,,,,,,,,0
INE018A01030,,,,,,,,,,,,,,,,0
MYL5014OO005,,,,,,,,,,,,,,,,0
INE775A01035,,,,,,,,,,,,,,,,0
CNE100001922,,,,,,,,,,,,,,,,0
BMG653181005,,,,,,,,,,,,,,,,0
BMG668971101,,,,,,,,,,,,,,,,0
CNE1000003X6,,,,,,,,,,,,,,,,0
KR7032830002,,,,,,,,,,,,,,,,0
TW0002888005,,,,,,,,,,,,,,,,0
INE070A01015,,,,,,,,,,,,,,,,0
TW0001101004,,,,,,,,,,,,,,,,0
CNE1000004L9,,,,,,,,,,,,,,,,0
CNE1000004S4,,,,,,,,,,,,,,,,0
CNE1000004X4,,,,,,,,,,,,,,,,0
INE406A01037,,,,,,,,,,,,,,,,0
CNE1000002G3,,,,,,,,,,,,,,,,0
KYG211081248,,,,,,,,,,,,,,,,0
INE089A01023,,,,,,,,,,,,,,,,0
INE935A01035,,,,,,,,,,,,,,,,0
KR7008930000,,,,,,,,,,,,,,,,0
INE860A01027,,,,,,,,,,,,,,,,0
INE009A01021,,,,,,,,,,,,,,,,0
INE326A01037,,,,,,,,,,,,,,,,0
KR7018260000,,,,,,,,,,,,,,,,0
KR7034730002,,,,,,,,,,,,,,,,0
INE044A01036,,,,,,,,,,,,,,,,0
INE467B01029,,,,,,,,,,,,,,,,0
INE669C01036,,,,,,,,,,,,,,,,0
CNE1000004J3,,,,,,,,,,,,,,,,0
INE075A01022,,,,,,,,,,,,,,,,0
KYG2953R1149,,,,,,,,,,,,,,,,0
CNE1000001S0,,,,,,,,,,,,,,,,0
CNE1000001Y8,,,,,,,,,,,,,,,,0
HK0293001514,,,,,,,,,,,,,,,,0
KYG2116J1085,,,,,,,,,,,,,,,,0
CNE1000002Q2,,,,,,,,,,,,,,,,0
CNE1000002T6,,,,,,,,,,,,,,,,0
KR7034020008,,,,,,,,,,,,,,,,0
BMG3978C1249,,,,,,,,,,,,,,,,0
KR7012450003,,,,,,,,,,,,,,,,0
KR7008770000,,,,,,,,,,,,,,,,0
KR7069960003,,,,,,,,,,,,,,,,0
SG1B51001017,,,,,,,,,,,,,,,,0
KR7003490000,,,,,,,,,,,,,,,,0
HK0992009065,,,,,,,,,,,,,,,,0
KR7066570003,,,,,,,,,,,,,,,,0
CNE1000003W8,,,,,,,,,,,,,,,,0
KR7010950004,,,,,,,,,,,,,,,,0
CNE100000437,,,,,,,,,,,,,,,,0
KR7004170007,,,,,,,,,,,,,,,,0
SG1V61937297,,,,,,,,,,,,,,,,0
KR7096770003,,,,,,,,,,,,,,,,0
KR7021240007,,,,,,,,,,,,,,,,0
BMG0171K1018,,,,,,,,,,,,,,,,0
KYG040111059,,,,,,,,,,,,,,,,0
SG1M77906915,,,,,,,,,,,,,,,,0
HK0392044647,,,,,,,,,,,,,,,,0
SG1P32918333,,,,,,,,,,,,,,,,0
CNE100000528,,,,,,,,,,,,,,,,0
CNE1000002P4,,,,,,,,,,,,,,,,0
HK0688002218,,,,,,,,,,,,,,,,0
CNE1000002R0,,,,,,,,,,,,,,,,0
CNE1000002V2,,,,,,,,,,,,,,,,0
HK0883013259,,,,,,,,,,,,,,,,0
HK0000077468,,,,,,,,,,,,,,,,0
MU0117U00026,,,,,,,,,,,,,,,,0
KR7035720002,,,,,,,,,,,,,,,,0
KR7051600005,,,,,,,,,,,,,,,,0
SG1U68934629,,,,,,,,,,,,,,,,0
KR7047810007,,,,,,,,,,,,,,,,0
KR7036460004,,,,,,,,,,,,,,,,0
KR7030200000,,,,,,,,,,,,,,,,0
BMG5320C1082,,,,,,,,,,,,,,,,0
BMG5485F1692,,,,,,,,,,,,,,,,0
KR7035420009,,,,,,,,,,,,,,,,0
HK0008011667,,,,,,,,,,,,,,,,0
KR7047050000,,,,,,,,,,,,,,,,0
KR7012750006,,,,,,,,,,,,,,,,0
KR7010140002,,,,,,,,,,,,,,,,0
SG1I52882764,,,,,,,,,,,,,,,,0
KYG8087W1015,,,,,,,,,,,,,,,,0
SG1F60858221,,,,,,,,,,,,,,,,0
CNE100001NV2,,,,,,,,,,,,,,,,0
KR7001740000,,,,,,,,,,,,,,,,0
KYG826001003,,,,,,,,,,,,,,,,0
SG1Q52922370,,,,,,,,,,,,,,,,0
US9485961018,,,,,,,,,,,,,,,,0
SG1T56930848,,,,,,,,,,,,,,,,0
SG1U76934819,,,,,,,,,,,,,,,,0
CNE1000004Q8,,,,,,,,,,,,,,,,0
BMG988031446,,,,,,,,,,,,,,,,0
US98426T1060,,,,,,,,,,,,,,,,0
CNE1000004Y2,,,,,,,,,,,,,,,,0
KYG3066L1014,,,,,,,,,,,,,,,,0
HK0270001396,,,,,,,,,,,,,,,,0
CNE1000006Z4,,,,,,,,,,,,,,,,0
CNE100000WS1,,,,,,,,,,,,,,,,0
CNE1000003K3,,,,,,,,,,,,,,,,0
KR7010130003,,,,,,,,,,,,,,,,0
KR7007310006,,,,,,,,,,,,,,,,0
KYG8167W1380,,,,,,,,,,,,,,,,0
CNE100000502,,,,,,,,,,,,,,,,0
KR7015760002,,,,,,,,,,,,,,,,0
KR7005300009,,,,,,,,,,,,,,,,0
KR7004990008,,,,,,,,,,,,,,,,0
KR7001800002,,,,,,,,,,,,,,,,0
KR7000660001,,,,,,,,,,,,,,,,0
CNE100000Q43,,,,,,,,,,,,,,,,0
BMG0171W1055,,,,,,,,,,,,,,,,0
CNE1000001Z5,,,,,,,,,,,,,,,,0
KR7027410000,,,,,,,,,,,,,,,,0
SG1M51904654,,,,,,,,,,,,,,,,0
CNE1000002H1,,,,,,,,,,,,,,,,0
KR7139480008,,,,,,,,,,,,,,,,0
KR7007070006,,,,,,,,,,,,,,,,0
HK0014000126,,,,,,,,,,,,,,,,0
KR7004020004,,,,,,,,,,,,,,,,0
US64110W1027,,,,,,,,,,,,,,,,0
US6475811070,,,,,,,,,,,,,,,,0
SG1P66918738,,,,,,,,,,,,,,,,0
US8740801043,,,,,,,,,,,,,,,,0
US31680Q1040,,,,,,,,,,,,,,,,0
KYG210961051,,,,,,,,,,,,,,,,0
SG1N31909426,,,,,,,,,,,,,,,,0
KR7128940004,,,,,,,,,,,,,,,,0
KR7009830001,,,,,,,,,,,,,,,,0
HK0000179108,,,,,,,,,,,,,,,,0
KR7001450006,,,,,,,,,,,,,,,,0
KR7051911006,,,,,,,,,,,,,,,,0
